name,idx1,idx2,0.0,5
q,0.157452,Fe2O3,1406.8091889779882,1408.0932657305852
q,0.157452,Fe3O4,54.592660742263725,53.351480360443965
q,0.157452,Al2O3,1788.4625000000203,1788.4625000000165
q,0.233659,Fe2O3,1446.5484054276067,1446.823476696966
q,0.233659,Fe3O4,16.18098811726228,15.915105986431723
q,0.233659,Al2O3,1788.462500000019,1788.4625000000208
q,0.2888888888888889,Fe2O3,1453.1668860540515,1453.2873962375784
q,0.2888888888888889,Fe3O4,9.783607046090223,9.667122672938723
q,0.2888888888888889,Al2O3,1788.4625000000162,1788.4625000000096
q,0.316454,Fe2O3,1455.4945958868523,1455.6036776476642
q,0.316454,Fe3O4,7.533657599379451,7.428219866580565
q,0.316454,Al2O3,1788.4625000000165,1788.4625000000183
q,0.403546,Fe2O3,1459.6677567712513,1459.7035965722812
q,0.403546,Fe3O4,3.4999069614858827,3.4652644388819414
q,0.403546,Al2O3,1788.462500000015,1788.4625000000142
q,0.46666666666666673,Fe2O3,1460.956774837908,1460.9896563340749
q,0.46666666666666673,Fe3O4,2.253950337077257,2.222167293046675
q,0.46666666666666673,Al2O3,1788.4625000000124,1788.4625000000156
q,0.494231,Fe2O3,1461.3482614089676,1461.363521962823
q,0.494231,Fe3O4,1.8755419196972694,1.8607911658791287
q,0.494231,Al2O3,1788.4625000000128,1788.462500000012
q,0.581324,Fe2O3,1462.1794764475271,1462.190536862037
q,0.581324,Fe3O4,1.0720947761771344,1.0614038502053271
q,0.581324,Al2O3,1788.4625000000115,1788.462500000012
q,0.6444444444444444,Fe2O3,1462.5271927566891,1462.5286462173715
q,0.6444444444444444,Fe3O4,0.7359944141854925,0.7345895083796503
q,0.6444444444444444,Al2O3,1788.4625000000085,1788.4625000000065
q,0.672009,Fe2O3,1462.6419310893316,1462.6488621145966
q,0.672009,Fe3O4,0.625089075209456,0.6183895904886112
q,0.672009,Al2O3,1788.4625000000085,1788.462500000009
q,0.759102,Fe2O3,1462.909657986929,1462.9123664015617
q,0.759102,Fe3O4,0.3663059671804847,0.36368803090754764
q,0.759102,Al2O3,1788.462500000007,1788.4625000000067
q,0.8222222222222222,Fe2O3,1463.0388996042016,1463.0438360178455
q,0.8222222222222222,Fe3O4,0.24138184597742976,0.23661034010082813
q,0.8222222222222222,Al2O3,1788.4625000000042,1788.462500000005
q,0.849787,Fe2O3,1463.0841787156319,1463.0856949813824
q,0.849787,Fe3O4,0.19761534627249336,0.19614973348938208
q,0.849787,Al2O3,1788.4625000000046,1788.4625000000044
q,0.93688,Fe2O3,1463.1962286974838,1463.1980886498814
q,0.93688,Fe3O4,0.08930854998621619,0.0875107318867458
q,0.93688,Al2O3,1788.4625000000033,1788.4625000000033
q,1,Fe2O3,1463.2549825,1463.2549825
q,1,Fe3O4,0.03251750000000001,0.0325175
q,1,Al2O3,1788.4625000000003,1788.4624999999999
Tg,0,,293.15,293.15
Tg,0.00062,,1110.463058993145,1116.1550363271463
Tg,0.00258,,1179.1637634318336,1184.846835153481
Tg,0.004,,1133.5537628113664,1139.0783039485227
Tg,0.024053,,1166.8231682343726,1171.1760278851666
Tg,0.087413,,1178.6660160305037,1179.991396081747
Tg,0.13333333333333333,,1181.645754643018,1181.9921645663192
Tg,0.157452,,1182.1832240498366,1182.4084278396253
Tg,0.233659,,1182.8680850009184,1182.9209714070578
Tg,0.2888888888888889,,1182.9804083634806,1183.006114455149
Tg,0.316454,,1183.0199079916906,1183.0355141118393
Tg,0.403546,,1183.0901612377602,1183.0891744250976
Tg,0.46666666666666673,,1183.1117420371252,1183.1061018736673
Tg,0.494231,,1183.1182808628619,1183.111647839244
Tg,0.581324,,1183.1321319932667,1183.1236139005682
Tg,0.6444444444444444,,1183.137911089496,1183.129429010443
Tg,0.672009,,1183.1398155978457,1183.1314249619522
Tg,0.759102,,1183.1442537834898,1183.1370872749944
Tg,0.8222222222222222,,1183.1463930293485,1183.140540526974
Tg,0.849787,,1183.1471419203065,1183.1420367571384
Tg,0.93688,,1183.1489936682217,1183.1464938213535
Tg,1,,1183.1499637254883,1183.1497592589249
Ts,0,,1.1464758492840963,1.1542223559851739
Ts,0.00062,,1.1600799586025345,1.165952774472723
Ts,0.00258,,1.16171282823693,1.1673411050616018
Ts,0.004,,1.1608858791043062,1.1666209446825466
Ts,0.024053,,1.1675120053913401,1.1718817752973416
Ts,0.087413,,1.1789091745778089,1.180216603609307
Ts,0.13333333333333333,,1.1817670013676038,1.1821122546785772
Ts,0.157452,,1.1822259955610561,1.1824503344775568
Ts,0.233659,,1.1828768674907744,1.1829296607833133
Ts,0.2888888888888889,,1.1829851100436775,1.183010815711498
Ts,0.316454,,1.1830231740339578,1.1830387972214609
Ts,0.403546,,1.1830913897465525,1.1830904682014374
Ts,0.46666666666666673,,1.1831124543338365,1.1831068937812186
Ts,0.494231,,1.1831188511515127,1.1831123062818008
Ts,0.581324,,1.1831324317059102,1.1831240189556895
Ts,0.6444444444444444,,1.1831381121479057,1.1831297491367943
Ts,0.672009,,1.183139986467058,1.1831317193388216
Ts,0.759102,,1.183144359730332,1.1831373355641885
Ts,0.8222222222222222,,1.1831464707456105,1.1831407744410987
Ts,0.849787,,1.1831472103074228,1.1831422685448834
Ts,0.93688,,1.1831490404111205,1.1831467264267719
Ts,1,,1.1831500000000001,1.1831500000000001
