name,idx1,idx2,0.0,5
Cg,0,H2O,0.0008205519025360615,0.0008205519025360614
Cg,0,CO2,2.050559204437617,2.050559204437617
Cg,0,CH4,80.00381049726597,80.00381049726599
Cg,0.00062,H2O,0.11252934747370892,0.13032607669815863
Cg,0.00062,CO2,0.594657042116343,0.60035054900579
Cg,0.00062,CH4,20.95375138116982,20.819787885318974
Cg,0.00258,H2O,0.42633745708269094,0.4945113688760864
Cg,0.00258,CO2,0.7121274150022769,0.7420654069889222
Cg,0.00258,CH4,19.25800253793216,19.062008015210544
Cg,0.004,H2O,0.6952872718710099,0.8079587028609505
Cg,0.004,CO2,0.8603396843348297,0.9112870996545024
Cg,0.004,CH4,19.659609142514913,19.393002479955065
Cg,0.024053,H2O,7.377441607870993,7.573782217641933
Cg,0.024053,CO2,4.018375377504364,4.1096859808473
Cg,0.024053,CH4,9.175592083897703,8.809731432705384
Cg,0.087413,H2O,12.284215209824923,12.322053832586047
Cg,0.087413,CO2,6.3379128438667065,6.355139366580461
Cg,0.087413,CH4,1.4989204922091486,1.4139424490263772
Cg,0.13333333333333333,H2O,12.805629862106414,12.798359774219154
Cg,0.13333333333333333,CO2,6.578163419396854,6.5743158694228185
Cg,0.13333333333333333,CH4,0.43991682309916447,0.4352591137038081
Cg,0.157452,H2O,12.810460447460976,12.802679368980058
Cg,0.157452,CO2,6.576764092099144,6.572706548486928
Cg,0.157452,CH4,0.2886412723183557,0.2860146973909832
Cg,0.233659,H2O,12.641503692522665,12.632540988519924
Cg,0.233659,CO2,6.484849008085168,6.480244933614531
Cg,0.233659,CH4,0.08291248289808877,0.08260476060908144
Cg,0.2888888888888889,H2O,12.436982442384053,12.427105884136868
Cg,0.2888888888888889,CO2,6.379115773596912,6.374047044009735
Cg,0.2888888888888889,CH4,0.049659337844481954,0.049506968409066786
Cg,0.316454,H2O,12.329848730392763,12.319468976521586
Cg,0.316454,CO2,6.3238821008254895,6.318557011449827
Cg,0.316454,CH4,0.03818097909259387,0.03809437793601706
Cg,0.403546,H2O,11.97317340066181,11.961044605235486
Cg,0.403546,CO2,6.1404555813438675,6.134235817802697
Cg,0.403546,CH4,0.017933144857935818,0.01793460644408489
Cg,0.46666666666666673,H2O,11.701510682146335,11.687990717252172
Cg,0.46666666666666673,CO2,6.000985575940726,5.994052639245411
Cg,0.46666666666666673,CH4,0.011771380841721715,0.01178206343707506
Cg,0.494231,H2O,11.580234731502507,11.56607298675983
Cg,0.494231,CO2,5.938746327665109,5.931484327245002
Cg,0.494231,CH4,0.009921898239942467,0.009934499521137983
Cg,0.581324,H2O,11.186933688256236,11.17062338042943
Cg,0.581324,CO2,5.736957187318383,5.728593406248691
Cg,0.581324,CH4,0.006044945434731586,0.006058713695997218
Cg,0.6444444444444444,H2O,10.892094312247421,10.874093792464953
Cg,0.6444444444444444,CO2,5.58571879769781,5.576488217056987
Cg,0.6444444444444444,CH4,0.004445094945254188,0.004457406769524681
Cg,0.672009,H2O,10.760671685567232,10.741896009564055
Cg,0.672009,CO2,5.518310194385715,5.508682085544735
Cg,0.672009,CH4,0.003922019285892215,0.003933620755106514
Cg,0.759102,H2O,10.334202482278064,10.312805718673637
Cg,0.759102,CO2,5.299580414825211,5.288608122984427
Cg,0.759102,CH4,0.0027149181523458406,0.002724340292504646
Cg,0.8222222222222222,H2O,10.013585775960543,9.990104646368945
Cg,0.8222222222222222,CO2,5.135149317942112,5.123108099784402
Cg,0.8222222222222222,CH4,0.0021389108968822793,0.00214689489914861
Cg,0.849787,H2O,9.870272419852787,9.845824027993851
Cg,0.849787,CO2,5.061651265256123,5.049114008187633
Cg,0.849787,CH4,0.001938495767602898,0.0019459145968579443
Cg,0.93688,H2O,9.40318614930467,9.375426657792172
Cg,0.93688,CO2,4.822110860236265,4.807875589263863
Cg,0.93688,CH4,0.0014464904171785182,0.0014523573112136424
Cg,1,H2O,9.04959674401683,9.019145126920824
Cg,1,CO2,4.640779133947885,4.625163282459675
Cg,1,CH4,0.0011901328862854788,0.001195056226615601
q,0,Fe2O3,146.54357212906928,158.677679291009
q,0,Fe3O4,1272.7573509373576,1261.0286005103815
q,0,Al2O3,1788.4625000000271,1788.4625000000192
q,0.00062,Fe2O3,150.06390734423837,162.91331634397156
q,0.00062,Fe3O4,1269.354617418775,1256.9344608072754
q,0.00062,Al2O3,1788.4625000000276,1788.4625000000192
q,0.00258,Fe2O3,160.95592815125036,176.4166271783546
q,0.00258,Fe3O4,1258.8264597236155,1243.88224686185
q,0.00258,Al2O3,1788.4625000000262,1788.462500000016
q,0.004,Fe2O3,169.42197340570314,187.19424289139405
q,0.004,Fe3O4,1250.643234491813,1233.4646723992962
q,0.004,Al2O3,1788.4625000000235,1788.4625000000117
q,0.024053,Fe2O3,524.192681947314,544.6286801006331
q,0.024053,Fe3O4,907.7241351503195,887.9708299530323
q,0.024053,Al2O3,1788.462500000024,1788.4625000000287
q,0.087413,Fe2O3,1205.2362154876917,1215.4308160331225
q,0.087413,Fe3O4,249.43180855418768,239.57777282627575
q,0.087413,Al2O3,1788.4625000000226,1788.4625000000203
q,0.13333333333333333,Fe2O3,1378.927697563718,1381.014929396912
q,0.13333333333333333,Fe3O4,81.54273213734223,79.5252271880265
q,0.13333333333333333,Al2O3,1788.4625000000199,1788.4625000000306
